Student_ID,Gender,Age,Programming_Skill_Level,Abstraction_Score,Decomposition_Score,Algorithmic_Thinking_Score,Debugging_Score,Pattern_Recognition_Score,Pre_Test_Score,Improvement_Score,Post_Test_Score
S1742,M,21,Advanced,1,5,4,5,3,51,26,77
S1743,M,10,Advanced,4,5,4,4,1,57,18,75
S1744,F,26,Beginner,2,5,1,1,3,47,2,49
S1745,M,34,Beginner,1,3,1,4,2,59,8,67
S1746,M,15,Advanced,5,2,1,2,1,56,6,62
S1747,M,24,Intermediate,5,1,5,1,3,47,1,48
S1748,F,30,Intermediate,5,2,4,1,2,70,8,78
S1749,F,9,Beginner,5,5,4,5,5,52,23,75
S1750,F,34,Beginner,3,2,5,3,1,66,5,71
S1751,M,34,Beginner,4,5,2,1,5,62,5,67
S1752,M,24,Beginner,2,5,3,1,2,42,27,69
S1753,M,16,Beginner,2,4,2,2,4,42,15,57
S1754,F,7,Beginner,1,4,5,2,4,46,1,47
S1755,F,15,Beginner,3,2,4,2,4,57,28,85
S1756,M,34,Intermediate,2,1,4,5,5,60,15,75
S1757,F,16,Beginner,4,2,1,1,1,46,2,48
S1758,F,30,Beginner,5,1,1,2,5,61,21,82
S1759,F,25,Intermediate,1,2,4,2,5,65,29,94
S1760,F,21,Intermediate,4,3,4,4,4,62,15,77
S1761,M,24,Advanced,2,3,1,4,5,70,11,81
S1762,F,28,Beginner,3,1,1,2,2,41,2,43
S1763,F,29,Beginner,1,4,2,5,3,46,10,56
S1764,F,16,Beginner,2,1,4,3,3,41,10,51
S1765,F,19,Beginner,1,2,4,4,3,46,22,68
S1766,M,7,Advanced,2,5,5,4,4,53,29,82
S1767,M,28,Intermediate,5,3,2,1,4,54,15,69
S1768,F,33,Intermediate,3,5,3,1,3,55,4,59
S1769,F,10,Beginner,5,3,3,2,1,63,19,82
S1770,F,32,Beginner,2,2,3,1,3,65,7,72
S1771,F,10,Beginner,4,3,1,1,5,47,10,57
S1772,F,24,Advanced,5,1,3,3,3,55,10,65
S1773,F,26,Advanced,4,5,5,5,3,60,17,77
S1774,M,17,Intermediate,2,5,1,2,1,46,18,64
S1775,F,23,Beginner,3,2,1,3,4,50,9,59
S1776,M,9,Beginner,4,5,3,2,4,63,27,90
S1777,M,27,Beginner,2,2,1,5,5,43,3,46
S1778,F,22,Beginner,4,4,2,2,3,57,27,84
S1779,M,15,Advanced,5,1,2,1,2,62,9,71
S1780,M,25,Intermediate,2,3,3,5,5,52,13,65
S1781,M,11,Intermediate,5,3,5,3,4,56,5,61
S1782,M,30,Advanced,1,3,1,3,1,51,30,81
S1783,M,19,Beginner,2,4,4,4,4,57,4,61
S1784,M,16,Intermediate,4,1,3,3,4,49,14,63
S1785,F,16,Intermediate,1,5,1,4,1,46,4,50
S1786,M,34,Advanced,5,5,3,1,3,51,22,73
S1787,M,23,Beginner,5,1,3,3,3,51,23,74
S1788,M,32,Intermediate,4,1,5,5,4,65,5,70
S1789,F,28,Beginner,1,3,4,4,5,52,30,82
S1790,M,27,Intermediate,3,5,1,3,2,40,29,69
S1791,F,23,Advanced,4,1,3,1,5,46,18,64
S1792,M,29,Beginner,5,5,3,5,5,55,19,74
S1793,F,28,Advanced,2,1,1,5,4,55,29,84
S1794,F,16,Intermediate,1,2,3,1,4,60,16,76
S1795,M,26,Advanced,3,3,3,3,2,55,13,68
S1796,M,17,Advanced,2,1,3,2,2,55,10,65
S1797,F,10,Advanced,1,4,2,3,2,53,13,66
S1798,M,28,Intermediate,4,1,2,4,4,50,4,54
S1799,F,14,Beginner,4,2,4,4,4,58,12,70
S1800,F,32,Advanced,1,4,5,3,5,50,30,80
S1801,F,30,Beginner,3,4,1,4,4,41,11,52
S1802,F,14,Intermediate,1,1,5,2,3,70,25,95
S1803,F,27,Beginner,2,2,5,2,3,46,23,69
S1804,M,15,Advanced,2,4,2,5,2,48,18,66
S1805,F,27,Advanced,4,3,4,4,4,48,9,57
S1806,F,24,Advanced,1,3,5,3,3,70,12,82
S1807,M,6,Advanced,4,5,5,5,5,53,14,67
S1808,F,12,Advanced,3,5,3,2,1,65,19,84
S1809,M,9,Advanced,2,2,1,5,5,49,12,61
S1810,M,6,Intermediate,5,4,4,1,1,55,3,58
S1811,M,20,Intermediate,5,3,1,4,5,63,21,84
S1812,F,13,Intermediate,1,3,2,3,3,57,8,65
S1813,F,17,Beginner,1,2,5,2,4,40,25,65
S1814,F,27,Beginner,5,4,5,5,1,63,18,81
S1815,M,27,Intermediate,1,2,1,3,4,41,19,60
S1816,F,23,Beginner,2,1,2,4,4,59,21,80
S1817,M,20,Beginner,3,3,3,3,3,67,21,88
S1818,F,22,Advanced,3,2,3,4,2,43,6,49
S1819,M,34,Advanced,4,2,5,4,2,41,14,55
S1820,F,19,Beginner,2,1,5,4,1,43,16,59
S1821,F,19,Beginner,1,5,4,5,3,62,13,75
S1822,F,23,Intermediate,1,3,1,4,4,45,13,58
S1823,M,25,Beginner,4,2,5,3,5,65,8,73
S1824,M,23,Advanced,4,3,2,1,5,61,15,76
S1825,F,21,Beginner,1,5,1,3,1,43,1,44
S1826,F,6,Intermediate,1,2,4,5,1,57,13,70
S1827,M,28,Advanced,2,1,3,4,1,44,3,47
S1828,M,32,Advanced,4,3,4,1,3,50,2,52
S1829,M,16,Advanced,2,1,1,5,5,52,2,54
S1830,F,20,Advanced,1,5,3,2,3,42,10,52
S1831,M,17,Beginner,5,5,2,2,3,58,4,62
S1832,F,13,Intermediate,5,3,3,2,4,59,15,74
S1833,M,27,Beginner,1,5,3,1,3,50,22,72
S1834,F,25,Beginner,4,4,2,3,3,50,28,78
S1835,M,35,Advanced,5,3,5,1,4,60,27,87
S1836,M,11,Intermediate,4,4,5,1,2,66,22,88
S1837,M,8,Advanced,5,5,3,1,4,41,29,70
S1838,M,33,Beginner,4,3,3,2,1,61,29,90
S1839,M,29,Beginner,5,4,4,3,2,54,22,76
S1840,F,31,Advanced,4,5,5,1,5,61,18,79
S1841,M,35,Beginner,2,2,2,3,3,47,8,55
S1842,M,18,Beginner,4,2,3,4,2,41,21,62
S1843,M,18,Advanced,2,1,3,1,5,47,10,57
S1844,F,7,Beginner,2,2,4,1,4,70,11,81
S1845,M,10,Intermediate,1,4,4,1,4,63,26,89
S1846,F,22,Advanced,2,2,4,4,1,59,25,84
S1847,M,11,Intermediate,3,3,1,4,1,62,26,88
S1848,M,7,Beginner,2,3,2,2,2,54,7,61
S1849,F,9,Beginner,4,3,1,5,3,55,13,68
S1850,M,27,Advanced,2,2,3,3,4,52,30,82
S1851,F,31,Beginner,4,2,4,5,2,62,29,91
S1852,F,16,Advanced,4,1,4,1,2,70,16,86
S1853,M,13,Advanced,3,5,4,1,2,56,19,75
S1854,F,17,Advanced,2,1,5,2,1,53,14,67
S1855,M,13,Advanced,2,4,2,5,4,68,14,82
S1856,M,16,Advanced,5,3,1,1,1,53,22,75
S1857,F,27,Intermediate,5,2,2,5,1,40,11,51
S1858,F,25,Advanced,1,5,4,2,2,63,8,71
S1859,F,13,Intermediate,4,5,3,5,5,66,11,77
S1860,F,34,Beginner,3,2,5,3,5,40,18,58
S1861,M,13,Advanced,5,1,2,2,5,42,11,53
S1862,M,31,Beginner,2,5,3,5,2,61,10,71
S1863,F,35,Advanced,1,1,4,1,3,63,27,90
S1864,M,22,Intermediate,3,2,4,4,4,54,5,59
S1865,M,25,Intermediate,2,1,4,4,2,44,7,51
S1866,M,25,Intermediate,2,3,4,2,2,44,10,54
S1867,M,28,Beginner,4,2,5,4,1,43,2,45
S1868,F,21,Advanced,4,2,5,3,5,53,15,68
S1869,F,19,Beginner,5,5,2,2,2,59,5,64
S1870,M,35,Intermediate,5,5,4,1,3,46,8,54
S1871,F,16,Beginner,2,5,5,1,4,61,8,69
S1872,F,12,Intermediate,2,3,3,2,3,63,5,68
S1873,F,21,Intermediate,5,3,5,4,2,54,4,58
S1874,M,18,Intermediate,5,4,5,4,2,50,0,50
S1875,M,32,Advanced,2,2,2,1,1,53,2,55
S1876,M,20,Advanced,3,5,5,3,3,45,30,75
S1877,F,29,Intermediate,2,2,3,4,1,66,2,68
S1878,M,21,Beginner,3,1,4,3,3,49,11,60
S1879,M,32,Beginner,3,3,1,4,5,46,3,49
S1880,F,26,Advanced,2,4,2,2,5,49,20,69
S1881,M,28,Intermediate,1,1,3,5,3,53,15,68
S1882,M,29,Beginner,5,2,2,1,1,65,10,75
S1883,F,14,Intermediate,4,3,4,2,5,44,7,51
S1884,F,8,Beginner,2,5,5,4,2,61,28,89
S1885,F,24,Advanced,3,1,5,1,4,40,26,66
S1886,M,25,Intermediate,2,3,3,5,1,58,8,66
S1887,M,10,Intermediate,5,2,4,5,3,67,27,94
S1888,M,15,Beginner,3,2,1,4,4,47,29,76
S1889,F,22,Beginner,4,1,1,1,4,58,13,71
S1890,F,20,Beginner,4,1,5,4,2,69,22,91
S1891,M,28,Intermediate,4,1,4,5,1,56,28,84
S1892,M,30,Advanced,1,4,4,2,4,58,25,83
S1893,F,13,Advanced,3,5,3,2,1,67,21,88
S1894,F,20,Beginner,3,3,1,3,2,55,14,69
S1895,F,26,Advanced,1,2,3,5,3,43,18,61
S1896,F,35,Beginner,3,2,2,5,4,47,8,55
S1897,M,19,Advanced,1,5,4,4,4,64,25,89
S1898,F,25,Intermediate,2,1,1,3,4,43,16,59
S1899,M,33,Beginner,5,1,3,3,1,52,8,60
S1900,M,12,Advanced,4,2,5,1,4,67,2,69
S1901,M,26,Intermediate,1,5,2,4,1,46,24,70
S1902,F,28,Advanced,1,2,3,2,5,40,15,55
S1903,F,17,Intermediate,1,1,5,1,5,48,12,60
S1904,F,22,Intermediate,2,3,1,3,1,66,25,91
S1905,F,22,Advanced,1,1,1,2,5,67,16,83
S1906,M,15,Advanced,5,3,2,5,2,43,23,66
S1907,F,35,Intermediate,5,4,5,4,2,53,21,74
S1908,F,34,Intermediate,4,5,4,3,5,69,29,98
S1909,M,24,Intermediate,2,4,1,5,3,48,24,72
S1910,F,19,Beginner,5,1,4,3,1,69,3,72
S1911,M,16,Intermediate,3,5,4,2,5,42,27,69
S1912,M,7,Beginner,3,1,3,1,1,54,20,74
S1913,M,23,Intermediate,3,5,3,2,5,66,21,87
S1914,M,12,Beginner,1,5,1,4,2,68,27,95
S1915,M,17,Intermediate,1,1,4,4,3,70,8,78
S1916,M,31,Intermediate,3,1,3,3,1,44,21,65
S1917,M,7,Intermediate,4,5,5,2,3,40,8,48
S1918,M,32,Advanced,4,5,5,1,2,50,17,67
S1919,F,25,Advanced,1,1,5,4,4,58,13,71
S1920,F,23,Intermediate,3,1,5,1,4,44,19,63
S1921,F,11,Beginner,4,2,4,5,1,70,2,72
S1922,F,29,Beginner,1,2,5,3,2,61,3,64
S1923,M,15,Intermediate,3,2,4,1,1,68,0,68
S1924,F,25,Advanced,2,4,1,3,1,63,17,80
S1925,M,20,Beginner,3,5,1,5,1,56,3,59
S1926,F,10,Advanced,3,3,5,1,3,70,9,79
S1927,F,25,Beginner,5,4,5,1,5,58,3,61
S1928,F,8,Intermediate,5,5,5,5,2,56,20,76
S1929,M,10,Advanced,2,3,1,2,3,44,24,68
S1930,F,35,Beginner,2,2,3,1,5,63,16,79
S1931,M,30,Intermediate,3,3,1,1,1,59,7,66
S1932,M,13,Intermediate,4,1,5,4,4,68,18,86
S1933,F,13,Intermediate,2,1,3,2,3,66,8,74
S1934,F,13,Advanced,3,5,3,1,2,48,15,63
S1935,F,17,Advanced,1,4,2,5,2,61,26,87
S1936,M,29,Intermediate,5,2,4,3,5,45,23,68
S1937,F,28,Advanced,4,5,5,5,3,66,23,89
S1938,M,13,Beginner,3,2,4,2,1,60,24,84
S1939,M,16,Intermediate,1,1,2,4,5,52,14,66
S1940,F,19,Intermediate,5,4,4,4,2,65,19,84
S1941,F,13,Advanced,1,4,5,4,3,60,15,75
S1942,M,34,Intermediate,3,1,2,5,4,50,27,77
S1943,M,35,Beginner,2,3,4,3,1,62,20,82
S1944,M,29,Advanced,5,4,1,3,2,63,11,74
S1945,F,33,Advanced,1,3,3,1,3,62,22,84
S1946,M,15,Intermediate,2,2,2,3,4,40,17,57
S1947,F,12,Intermediate,4,4,1,3,2,56,6,62
S1948,M,33,Intermediate,3,1,5,1,4,65,15,80
S1949,M,22,Advanced,3,3,3,5,2,45,27,72
S1950,F,9,Intermediate,5,2,2,5,5,42,18,60
S1951,M,34,Beginner,1,2,3,2,5,55,5,60
S1952,F,18,Intermediate,4,4,2,5,5,52,28,80
S1953,F,9,Intermediate,5,4,2,4,3,51,5,56
S1954,M,10,Advanced,5,5,4,4,5,64,5,69
S1955,F,31,Intermediate,1,5,3,2,3,50,25,75
S1956,F,27,Advanced,4,4,3,3,1,62,14,76
S1957,M,9,Intermediate,1,5,1,2,5,41,1,42
S1958,F,23,Beginner,3,1,5,1,3,67,8,75
S1959,F,11,Beginner,2,1,1,2,2,69,7,76
S1960,F,29,Advanced,3,5,4,2,3,58,6,64
S1961,M,29,Advanced,3,4,2,4,3,47,26,73
S1962,F,28,Intermediate,5,1,4,1,2,52,29,81
S1963,M,27,Intermediate,3,2,4,1,3,53,27,80
S1964,M,7,Beginner,4,4,1,2,2,54,27,81
S1965,F,28,Intermediate,3,3,2,1,4,56,15,71
S1966,F,16,Beginner,4,3,5,1,5,54,14,68
S1967,F,33,Advanced,1,4,4,5,1,60,8,68
S1968,M,19,Intermediate,5,5,5,1,3,49,19,68
S1969,F,35,Advanced,4,1,2,3,2,40,14,54
S1970,F,10,Intermediate,3,1,2,1,5,51,1,52
S1971,F,11,Beginner,5,4,1,4,3,48,19,67
S1972,F,15,Advanced,5,2,3,5,5,62,13,75
S1973,F,13,Advanced,4,5,1,4,4,44,27,71
S1974,M,19,Intermediate,4,2,5,4,3,61,25,86
S1975,M,29,Advanced,2,4,1,3,2,66,10,76
S1976,F,8,Beginner,2,4,2,5,4,54,29,83
S1977,F,17,Advanced,5,2,4,2,3,42,2,44
S1978,F,21,Advanced,2,3,3,1,5,58,1,59
S1979,F,33,Intermediate,3,4,2,3,4,46,17,63
S1980,M,35,Advanced,1,5,4,3,2,46,13,59
S1981,F,28,Intermediate,5,2,5,2,3,46,23,69
S1982,M,22,Intermediate,1,3,5,3,5,41,28,69
S1983,M,6,Advanced,2,2,5,2,5,41,4,45
S1984,F,28,Beginner,4,3,1,2,4,66,11,77
S1985,M,15,Intermediate,5,3,5,2,3,51,13,64
S1986,M,30,Advanced,2,5,5,3,5,44,5,49
S1987,M,28,Intermediate,3,4,1,2,4,43,7,50
S1988,M,15,Beginner,5,3,4,3,1,70,6,76
S1989,F,26,Beginner,5,4,2,5,5,46,6,52
S1990,F,29,Intermediate,4,5,3,2,4,55,11,66
S1991,M,7,Beginner,5,4,5,3,1,42,28,70
S1992,F,14,Advanced,4,1,5,3,4,60,6,66
S1993,F,27,Advanced,2,3,5,3,5,41,11,52
S1994,F,18,Intermediate,3,5,1,1,1,56,26,82
S1995,F,30,Beginner,3,2,1,1,4,48,15,63
S1996,F,21,Advanced,5,5,1,2,3,68,26,94
S1997,M,23,Advanced,5,3,3,5,1,59,6,65
S1998,F,24,Advanced,2,5,2,2,4,47,7,54
S1999,F,17,Intermediate,4,2,5,4,3,68,0,68
S2000,F,13,Intermediate,3,1,4,4,1,51,12,63
S2001,F,22,Advanced,4,3,5,5,4,46,18,64
S2002,M,20,Advanced,2,3,5,5,5,53,30,83
S2003,M,15,Beginner,3,5,5,5,1,67,0,67
S2004,M,20,Beginner,3,4,5,1,1,55,23,78
S2005,M,20,Beginner,1,4,2,1,3,40,17,57
S2006,F,28,Intermediate,2,2,4,4,4,49,6,55
S2007,M,12,Advanced,2,1,1,5,5,50,21,71
S2008,F,18,Intermediate,1,1,4,3,3,46,26,72
S2009,F,22,Advanced,4,5,5,4,1,57,16,73
S2010,F,14,Beginner,1,5,4,5,3,58,27,85
S2011,F,13,Beginner,2,4,5,3,3,53,14,67
S2012,F,25,Beginner,4,1,4,5,3,56,21,77
S2013,M,31,Beginner,3,1,3,2,1,62,24,86
S2014,M,32,Advanced,1,1,4,3,2,58,18,76
S2015,M,26,Beginner,4,2,1,2,3,61,27,88
S2016,M,23,Advanced,4,2,1,1,2,70,22,92
S2017,F,18,Advanced,4,5,4,4,5,67,3,70
S2018,M,21,Intermediate,1,4,4,5,5,52,16,68
S2019,F,14,Beginner,3,3,2,4,5,62,6,68
S2020,M,17,Beginner,4,4,4,5,4,70,15,85
S2021,F,17,Intermediate,1,2,1,2,1,42,16,58
S2022,F,11,Advanced,2,2,3,3,2,41,26,67
S2023,M,24,Beginner,1,5,1,3,4,64,19,83
S2024,F,33,Advanced,1,3,2,5,2,48,28,76
S2025,F,12,Intermediate,1,1,4,2,1,70,14,84
S2026,M,30,Advanced,4,3,3,5,3,46,8,54
S2027,F,8,Beginner,1,3,1,5,4,53,20,73
S2028,M,21,Advanced,2,3,3,5,1,44,22,66
S2029,M,23,Advanced,4,5,5,3,4,59,12,71
S2030,M,21,Beginner,2,2,1,5,5,54,6,60
S2031,F,28,Beginner,5,1,5,3,4,59,30,89
S2032,F,12,Advanced,1,3,3,1,3,40,27,67
S2033,F,9,Advanced,4,1,4,2,3,59,18,77
S2034,M,32,Intermediate,4,3,4,1,2,70,28,98
S2035,F,30,Beginner,1,2,4,5,4,46,10,56
S2036,M,35,Advanced,3,1,5,3,5,69,7,76
S2037,M,13,Beginner,3,4,4,2,3,44,16,60
S2038,F,18,Intermediate,2,2,2,4,2,64,3,67
S2039,M,18,Advanced,1,1,1,2,5,43,25,68
S2040,F,22,Advanced,1,3,1,2,5,50,3,53
S2041,F,22,Advanced,5,3,3,5,5,58,17,75
S2042,F,10,Beginner,3,2,5,1,1,45,21,66
S2043,F,11,Intermediate,3,2,1,1,3,59,30,89
S2044,F,24,Beginner,1,3,5,4,1,66,16,82
S2045,M,18,Advanced,2,1,3,5,1,68,2,70
S2046,M,30,Intermediate,1,4,4,2,3,57,8,65
S2047,M,33,Advanced,2,5,3,1,4,44,27,71
S2048,F,31,Advanced,3,2,2,1,2,69,25,94
S2049,F,19,Beginner,5,3,4,3,3,68,5,73
S2050,F,27,Advanced,4,1,4,2,2,59,1,60
S2051,M,9,Intermediate,3,2,4,5,4,54,27,81
S2052,F,33,Advanced,2,1,3,1,3,60,11,71
S2053,M,12,Advanced,1,2,2,5,5,67,30,97
S2054,M,13,Beginner,3,3,5,2,3,64,14,78
S2055,F,30,Intermediate,5,1,3,2,4,59,8,67
S2056,F,18,Beginner,2,3,1,1,1,45,28,73
S2057,M,32,Advanced,1,1,1,4,3,43,1,44
S2058,F,11,Beginner,4,2,3,5,5,56,11,67
S2059,M,11,Beginner,2,5,5,5,3,54,15,69
S2060,F,29,Beginner,1,5,1,3,1,57,6,63
S2061,F,33,Beginner,4,4,5,2,3,45,30,75
S2062,M,26,Advanced,1,4,4,2,5,63,0,63
S2063,F,35,Advanced,4,3,3,1,4,64,20,84
S2064,M,8,Intermediate,4,1,4,1,5,59,6,65
S2065,F,33,Beginner,4,4,1,1,4,61,2,63
S2066,M,8,Beginner,1,2,5,3,5,58,19,77
S2067,M,18,Intermediate,4,5,4,4,2,51,4,55
S2068,F,27,Beginner,2,1,1,1,3,48,2,50
S2069,M,7,Intermediate,5,5,2,1,3,47,14,61
S2070,F,21,Advanced,5,1,4,1,1,67,5,72
S2071,F,27,Intermediate,4,4,2,3,2,54,14,68
S2072,F,34,Beginner,5,4,2,5,1,40,2,42
S2073,M,11,Intermediate,5,3,1,4,3,68,23,91
S2074,M,13,Advanced,4,1,3,5,1,41,22,63
S2075,F,28,Beginner,4,2,5,2,4,65,0,65
S2076,F,13,Advanced,2,4,1,2,2,69,1,70
S2077,M,35,Advanced,3,3,4,1,5,64,3,67
S2078,F,30,Intermediate,1,4,5,5,4,65,20,85
S2079,F,11,Advanced,4,5,3,3,5,42,13,55
S2080,M,19,Beginner,4,4,1,4,1,69,13,82
S2081,F,8,Advanced,5,1,3,5,3,58,26,84
S2082,M,15,Advanced,2,3,4,5,4,49,29,78
S2083,F,8,Intermediate,5,1,1,4,2,64,9,73
S2084,M,32,Advanced,4,2,4,5,5,53,10,63
S2085,F,17,Intermediate,4,2,5,5,4,58,3,61
S2086,F,22,Intermediate,5,4,5,4,3,70,14,84
S2087,M,32,Beginner,4,3,3,3,2,65,19,84
S2088,F,34,Beginner,3,3,3,4,2,67,29,96
S2089,M,10,Beginner,1,3,5,1,5,50,24,74
S2090,F,35,Beginner,1,3,2,1,4,60,3,63
S2091,M,25,Intermediate,1,4,5,1,4,45,19,64
S2092,M,30,Advanced,3,1,1,1,2,58,19,77
S2093,M,14,Beginner,4,4,4,2,1,53,15,68
S2094,M,35,Beginner,5,1,5,3,2,65,1,66
S2095,F,26,Beginner,2,5,5,2,3,47,12,59
S2096,F,31,Advanced,4,5,4,5,4,41,7,48
S2097,M,25,Beginner,3,1,4,5,5,61,12,73
S2098,M,12,Advanced,3,4,1,4,4,57,29,86
S2099,M,27,Intermediate,1,2,4,1,2,64,19,83
S2100,F,9,Intermediate,4,4,3,4,3,61,20,81
S2101,F,18,Intermediate,1,2,5,5,1,64,7,71
S2102,F,18,Advanced,2,4,4,1,4,69,29,98
S2103,F,15,Beginner,1,3,1,3,2,43,3,46
S2104,M,23,Beginner,2,3,4,5,2,67,4,71
S2105,M,22,Beginner,3,5,5,4,2,42,20,62
S2106,M,25,Beginner,1,5,2,4,3,41,5,46
S2107,F,25,Beginner,1,1,4,5,2,63,22,85
S2108,F,18,Advanced,5,2,3,2,2,43,18,61
S2109,F,22,Intermediate,3,3,5,3,2,57,29,86
S2110,M,27,Beginner,5,4,1,5,4,50,9,59
S2111,M,9,Intermediate,2,1,5,5,2,48,26,74
S2112,F,6,Advanced,2,4,2,4,3,67,2,69
S2113,M,6,Advanced,3,3,1,1,4,47,12,59
S2114,F,20,Beginner,2,3,2,1,2,60,8,68
S2115,F,18,Advanced,3,3,2,1,1,47,16,63
S2116,M,22,Intermediate,2,3,3,4,3,44,30,74
S2117,F,29,Beginner,4,4,4,1,1,52,9,61
S2118,M,31,Beginner,1,1,3,5,3,46,11,57
S2119,F,13,Intermediate,4,3,3,2,1,60,12,72
S2120,M,23,Beginner,3,5,3,2,2,68,23,91
S2121,M,32,Beginner,3,1,1,2,1,44,9,53
S2122,M,18,Intermediate,4,5,4,1,1,52,18,70
S2123,F,28,Beginner,1,4,4,2,3,59,20,79
S2124,F,19,Beginner,1,3,1,1,2,68,18,86
S2125,M,13,Intermediate,5,1,3,5,3,55,25,80
S2126,M,13,Advanced,2,3,3,5,2,69,16,85
S2127,F,32,Intermediate,5,3,2,4,5,53,25,78
S2128,F,31,Beginner,1,1,2,4,4,44,29,73
S2129,F,20,Intermediate,4,3,5,3,4,62,4,66
S2130,M,32,Beginner,2,3,2,5,3,58,7,65
S2131,F,18,Beginner,4,2,4,1,2,43,4,47
S2132,F,12,Intermediate,5,2,1,3,1,63,14,77
S2133,M,10,Beginner,3,1,3,5,4,61,3,64
S2134,F,22,Advanced,4,1,5,1,3,63,24,87
S2135,F,33,Beginner,5,3,2,5,3,50,12,62
S2136,F,30,Intermediate,5,5,5,5,3,41,16,57
S2137,M,34,Advanced,5,1,1,1,2,52,4,56
S2138,M,21,Advanced,3,3,1,5,3,55,0,55
S2139,M,28,Beginner,3,5,5,5,5,48,30,78
S2140,M,7,Intermediate,3,2,5,5,1,55,21,76
S2141,M,27,Beginner,2,1,5,4,3,46,14,60
S2142,M,23,Beginner,3,3,3,2,2,55,9,64
S2143,M,22,Intermediate,3,2,4,5,1,70,24,94
S2144,F,35,Intermediate,3,4,2,1,1,70,10,80
S2145,F,12,Beginner,4,2,2,5,4,52,29,81
S2146,M,18,Advanced,3,3,2,4,3,44,17,61
S2147,F,23,Beginner,2,5,5,4,3,66,28,94
S2148,F,34,Advanced,5,4,5,5,2,70,12,82
S2149,M,19,Beginner,4,4,5,3,5,54,19,73
S2150,F,35,Intermediate,1,4,3,2,5,46,23,69
S2151,F,23,Advanced,3,1,3,1,4,57,29,86
S2152,F,18,Intermediate,5,3,3,1,5,66,15,81
S2153,F,16,Intermediate,5,4,3,1,2,59,18,77
S2154,F,26,Intermediate,4,2,1,1,4,62,29,91
S2155,M,35,Intermediate,1,5,3,4,3,41,22,63
S2156,M,26,Intermediate,2,3,3,2,5,47,11,58
S2157,M,21,Beginner,5,2,3,5,2,69,22,91
S2158,F,28,Advanced,5,1,2,5,2,49,13,62
S2159,M,22,Beginner,5,4,2,3,3,49,30,79
S2160,F,13,Beginner,5,2,2,5,2,50,1,51
S2161,F,24,Beginner,4,3,4,2,4,60,27,87
S2162,F,25,Intermediate,1,2,1,5,4,68,9,77
S2163,F,20,Beginner,5,1,5,4,1,60,3,63
S2164,M,14,Advanced,2,5,3,5,3,47,0,47
S2165,M,25,Beginner,2,4,2,1,2,55,23,78
S2166,F,15,Intermediate,3,3,1,1,5,55,25,80
S2167,M,17,Advanced,5,4,3,1,4,68,25,93
S2168,F,26,Advanced,5,4,4,1,3,68,24,92
S2169,M,28,Advanced,5,4,5,4,3,67,16,83
S2170,M,25,Advanced,5,2,3,4,4,56,10,66
S2171,F,35,Beginner,5,2,5,4,1,45,6,51
S2172,M,6,Intermediate,2,5,3,5,3,57,16,73
S2173,F,30,Advanced,1,1,4,1,2,56,27,83
S2174,M,25,Advanced,1,3,1,3,5,51,16,67
S2175,F,14,Intermediate,3,2,5,3,5,54,8,62
S2176,F,27,Beginner,2,4,5,1,4,70,9,79
S2177,M,20,Advanced,5,1,1,2,3,68,25,93
S2178,M,6,Beginner,1,3,5,5,5,46,5,51
S2179,F,17,Beginner,4,3,2,3,3,67,16,83
S2180,M,8,Beginner,4,3,1,4,4,53,15,68
S2181,M,16,Beginner,4,3,4,2,1,69,6,75
S2182,F,7,Advanced,5,5,3,4,5,43,18,61
S2183,F,21,Advanced,5,3,3,2,2,70,25,95
S2184,M,14,Beginner,3,1,1,2,4,56,3,59
S2185,F,20,Beginner,3,2,2,5,1,65,29,94
S2186,F,17,Intermediate,3,1,4,4,2,50,19,69
S2187,F,6,Intermediate,4,4,3,4,2,66,23,89
S2188,M,18,Intermediate,5,5,3,3,5,45,16,61
S2189,M,19,Advanced,4,5,2,1,3,49,23,72
S2190,F,30,Intermediate,3,4,5,1,4,68,8,76
S2191,M,30,Advanced,5,1,1,3,2,67,10,77
S2192,F,13,Advanced,2,1,2,2,5,54,22,76
S2193,M,13,Advanced,1,4,2,3,1,68,0,68
S2194,F,32,Advanced,1,3,2,3,2,45,30,75
S2195,F,35,Intermediate,3,3,2,4,1,55,6,61
S2196,M,17,Beginner,4,2,5,3,4,51,21,72
S2197,F,6,Beginner,2,1,4,2,5,58,4,62
S2198,M,16,Beginner,5,1,2,1,1,55,4,59
S2199,M,13,Intermediate,4,4,2,5,3,53,0,53
S2200,F,15,Beginner,3,4,1,3,1,45,5,50
S2201,F,35,Intermediate,4,3,3,3,1,65,12,77
S2202,M,24,Intermediate,3,1,5,4,5,48,14,62
S2203,F,16,Intermediate,1,1,2,4,5,61,3,64
S2204,F,12,Beginner,1,5,4,3,2,40,29,69
S2205,F,16,Beginner,4,2,4,3,1,65,29,94
S2206,F,22,Beginner,2,2,4,2,1,61,16,77
S2207,F,6,Advanced,5,3,1,1,5,47,27,74
S2208,M,31,Intermediate,3,1,4,1,3,46,23,69
S2209,M,34,Advanced,5,5,1,5,5,53,23,76
S2210,F,26,Intermediate,1,1,5,1,3,47,30,77
S2211,F,26,Beginner,2,4,4,5,5,50,27,77
S2212,F,13,Intermediate,2,3,3,4,4,67,12,79
S2213,M,28,Intermediate,5,2,2,5,1,63,10,73
S2214,F,29,Advanced,1,1,5,5,3,70,3,73
S2215,M,11,Intermediate,5,3,3,1,4,48,28,76
